words,sport,business,politic,entertainment,tech
bigger,0.00011360232988051101,0.0001924668475855034,0.00014821127517275877,0.00012172113687541841,0.00018385249776750538
diversifi,1.0327484534591909e-05,5.774005427565102e-05,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
woolworth,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
algerian,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
athletico,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
dissatisfi,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,2.4344227375083682e-05,1.750976169214337e-05
policeman,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
refresh,3.0982453603775725e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
sugiyama,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
shanklin,0.00016523975255347054,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
compris,4.1309938138367636e-05,4.811671189637585e-05,9.263204698297423e-06,3.6516341062625523e-05,2.6264642538215056e-05
valentin,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
ceas,1.0327484534591909e-05,1.924668475855034e-05,4.631602349148711e-05,3.6516341062625523e-05,8.754880846071685e-06
unicod,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
friendship,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
brownsvil,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
truncat,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
gilan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
loopi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
weight,7.229239174214337e-05,2.887002713782551e-05,6.484243288808196e-05,6.0860568437709206e-05,7.003904676857348e-05
unilater,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
colder,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
gpr,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00014007809353714696
sentel,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
placat,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
playstat,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,0.0004815184465339427
expect,0.0010740583915975585,0.003223819697057182,0.0014913759564258852,0.0007911873896902197,0.0010418308206825305
inflict,3.0982453603775725e-05,9.62334237927517e-06,4.631602349148711e-05,1.2172113687541841e-05,1.750976169214337e-05
stabl,1.0327484534591909e-05,6.736339665492619e-05,7.410563758637939e-05,3.6516341062625523e-05,2.6264642538215056e-05
uncost,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
flimsi,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
hartley,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
aramburu,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
renaiss,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
froggatt,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
krispi,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
alcohol,1.0327484534591909e-05,4.811671189637585e-05,0.00012968486577616392,0.00012172113687541841,8.754880846071685e-06
heilmann,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
foolproof,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
ingham,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
appropri,1.0327484534591909e-05,3.849336951710068e-05,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
nepal,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
disquiet,1.0327484534591909e-05,1.924668475855034e-05,3.705281879318969e-05,1.2172113687541841e-05,1.750976169214337e-05
euell,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
reverend,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
brothel,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
health,3.0982453603775725e-05,0.0003753103527917316,0.0011486373825888804,0.00010954902318787658,0.00013132321269107529
hill,0.00017556723708806246,9.62334237927517e-06,4.631602349148711e-05,0.0004747124338141318,1.750976169214337e-05
shipment,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-05
jemima,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
europay,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
interrog,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,2.4344227375083682e-05,1.750976169214337e-05
roqu,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
bridgepoint,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
borthwick,9.294736081132719e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
gruell,5.1637422672959547e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
solvent,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
monotoni,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
idef,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
advanc,8.261987627673527e-05,0.00013472679330985238,0.0002037905033625433,8.52047958127929e-05,0.0003589501146889391
friday,0.00048539177312581977,0.0006447639394114364,0.00034273857383700464,0.0005720893433144666,9.630368930678853e-05
differ,0.00017556723708806246,0.00015397347806840272,0.0003242121644404098,4.8688454750167365e-05,0.00031517571045858064
lobbi,1.0327484534591909e-05,1.924668475855034e-05,0.00011115845637956907,3.6516341062625523e-05,3.501952338428674e-05
mefin,6.196490720755145e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
saulnier,0.00014458478348428674,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
chorlton,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
teliasonera,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
lever,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
teach,2.0654969069183818e-05,2.887002713782551e-05,0.00012968486577616392,6.0860568437709206e-05,8.754880846071685e-05
blackground,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
ripmobil,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
jew,1.0327484534591909e-05,9.62334237927517e-06,5.5579228189784537e-05,1.2172113687541841e-05,8.754880846071685e-06
thrown,9.294736081132719e-05,7.698673903420136e-05,7.410563758637939e-05,8.52047958127929e-05,6.128416592250179e-05
jet,1.0327484534591909e-05,0.0002790769289989799,1.8526409396594847e-05,3.6516341062625523e-05,3.501952338428674e-05
svetlana,0.00013425729894969482,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
garment,1.0327484534591909e-05,8.661008141347653e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
campaig,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
wlt,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
ayaan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
auteuil,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
tate,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,0.0001704095916255858,4.3774404230358426e-05
wellbutrin,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
circuit,0.00010327484534591909,6.736339665492619e-05,9.263204698297423e-06,3.6516341062625523e-05,6.128416592250179e-05
divorce,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
holbi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
jiulin,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
fallen,7.229239174214337e-05,0.00034644032565390613,8.336884228467681e-05,4.8688454750167365e-05,8.754880846071685e-05
omap,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
feed,2.0654969069183818e-05,7.698673903420136e-05,3.705281879318969e-05,2.4344227375083682e-05,6.128416592250179e-05
sympathi,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,1.750976169214337e-05
dine,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
notifi,6.196490720755145e-05,2.887002713782551e-05,2.7789614094892268e-05,1.2172113687541841e-05,4.3774404230358426e-05
dina,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
feel,0.001032748453459191,0.00024058355948187925,0.0004724234396131686,0.0004990566611892155,0.00036770499553501077
famou,0.00013425729894969482,7.698673903420136e-05,5.5579228189784537e-05,0.00025561438743837867,7.879392761464516e-05
euroscept,1.0327484534591909e-05,9.62334237927517e-06,0.00010189525168127165,1.2172113687541841e-05,8.754880846071685e-06
dink,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
cahil,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
chancay,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
sailor,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
shanda,1.0327484534591909e-05,5.774005427565102e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
unhealthi,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,3.501952338428674e-05
colombia,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
blank,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
bland,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,4.8688454750167365e-05,1.750976169214337e-05
maclain,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
fanci,5.1637422672959547e-05,9.62334237927517e-06,3.705281879318969e-05,3.6516341062625523e-05,3.501952338428674e-05
kane,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
passer,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
hinton,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
jailhous,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.00015823747793804394,8.754880846071685e-06
script,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,0.00019475381900066946,5.252928507643011e-05
varttina,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
interact,1.0327484534591909e-05,3.849336951710068e-05,4.631602349148711e-05,0.00013389325056296025,0.0006916355868396631
grime,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
luiz,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
swarm,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
stori,0.00015491226801887865,6.736339665492619e-05,0.00019452729866424587,0.0009129085265656381,0.0004202342806114409
jacquelin,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
contin,1.0327484534591909e-05,8.661008141347653e-05,4.631602349148711e-05,3.6516341062625523e-05,2.6264642538215056e-05
nog,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
storm,0.00016523975255347054,4.811671189637585e-05,2.7789614094892268e-05,7.303268212525105e-05,8.754880846071685e-06
roadshow,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
jef,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
gpw,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
store,2.0654969069183818e-05,0.000510037146101584,8.336884228467681e-05,4.8688454750167365e-05,0.0007879392761464516
mainstay,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
luckili,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
mikael,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
option,0.00025818711336479775,0.0003175702985160806,0.00023158011745743557,1.2172113687541841e-05,0.00018385249776750538
earliest,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,3.6516341062625523e-05,2.6264642538215056e-05
hotel,4.1309938138367636e-05,0.00011548010855130203,0.0001204216610778665,0.0004016797516888808,5.252928507643011e-05
auxerr,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
condoleezza,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
sofia,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
dfe,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
wenger,0.0006093215875409226,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
cosi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
twenti,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,6.0860568437709206e-05,1.750976169214337e-05
pronunci,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
barosso,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
aeronaut,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
scoobi,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
uncut,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
king,9.294736081132719e-05,6.736339665492619e-05,0.00012968486577616392,0.0005842614570020084,0.00028015618707429393
kind,9.294736081132719e-05,0.00011548010855130203,0.0002501065268540304,0.0001704095916255858,0.0003939696380732258
simplist,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
ridgeway,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
sloncek,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.0001138134509989319
jibouri,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
remot,3.0982453603775725e-05,1.924668475855034e-05,1.8526409396594847e-05,4.8688454750167365e-05,0.00031517571045858064
exempt,1.0327484534591909e-05,4.811671189637585e-05,8.336884228467681e-05,1.2172113687541841e-05,1.750976169214337e-05
remov,1.0327484534591909e-05,0.00013472679330985238,0.0003149489597421124,0.00021909804637575315,0.00031517571045858064
waysid,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
saye,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297422e-05,1.2172113687541841e-05,8.754880846071685e-06
riyal,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
riski,1.0327484534591909e-05,3.849336951710068e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
harman,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
teva,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
stall,3.0982453603775725e-05,4.811671189637585e-05,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
cuff,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
honeynet,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
dani,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
reclaim,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
postur,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
dane,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
danc,4.1309938138367636e-05,1.924668475855034e-05,1.8526409396594847e-05,0.0008033595033777616,7.003904676857348e-05
dmb,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
dana,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
pma,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
amass,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
breakneck,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
atmospher,0.00016523975255347054,3.849336951710068e-05,3.705281879318969e-05,4.8688454750167365e-05,0.00010505857015286022
exert,3.0982453603775725e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
strengthen,8.261987627673527e-05,0.00020209018996477857,0.00014821127517275877,3.6516341062625523e-05,2.6264642538215056e-05
djemba,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
pmc,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
shrewd,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
trent,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
garfield,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
expir,7.229239174214337e-05,5.774005427565102e-05,3.705281879318969e-05,2.4344227375083682e-05,5.252928507643011e-05
fiona,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,1.750976169214337e-05
travail,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
dedic,3.0982453603775725e-05,2.887002713782551e-05,8.336884228467681e-05,0.00018258170531312764,0.00019260737861357706
dmc,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
whistleblow,1.0327484534591909e-05,1.924668475855034e-05,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
smallpox,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
goldsmith,1.0327484534591909e-05,9.62334237927517e-06,0.0003520017785353021,1.2172113687541841e-05,8.754880846071685e-06
pedestrian,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,1.750976169214337e-05
rife,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
wilson,0.0001239298144151029,4.811671189637585e-05,9.263204698297422e-05,0.0002677865011259205,1.750976169214337e-05
sayl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
scissor,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,0.000231270160063295,8.754880846071685e-06
florian,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
sherri,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
violat,6.196490720755145e-05,0.00017322016282695306,3.705281879318969e-05,0.00012172113687541841,7.003904676857348e-05
weblog,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,0.00014007809353714696
backfir,2.0654969069183818e-05,9.62334237927517e-06,3.705281879318969e-05,2.4344227375083682e-05,1.750976169214337e-05
skillset,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
robustli,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
grenad,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
chairman,0.00041309938138367637,0.0006158939122736109,0.000963373288622932,0.00013389325056296025,0.00014883297438321864
lind,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
donor,2.0654969069183818e-05,3.849336951710068e-05,0.00010189525168127165,2.4344227375083682e-05,8.754880846071685e-06
pianist,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
hutchison,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
eff,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.0001138134509989319
buff,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
gill,5.1637422672959547e-05,7.698673903420136e-05,2.7789614094892268e-05,2.4344227375083682e-05,1.750976169214337e-05
jse,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
wildlif,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
needle,2.0654969069183818e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
flic,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
evenli,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
reckon,4.1309938138367636e-05,6.736339665492619e-05,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
goldman,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
landmin,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
reach,0.0007022689483522498,0.0007217506784456377,0.0003983178020267892,0.0004138518653764226,0.0005865770166868029
bonn,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
exet,0.0001239298144151029,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
tow,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
fightback,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
prestigi,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,0.0001704095916255858,2.6264642538215056e-05
britton,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
amaz,9.294736081132719e-05,1.924668475855034e-05,4.631602349148711e-05,0.00021909804637575315,7.003904676857348e-05
biowar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
islero,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
dom,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
goyal,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
rigoglioso,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
stylish,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
